Data;Hora;Profissional;Categoria Serviço;Serviço;Cliente;Sexo;Valor;Fechamento Conta;Status
10/10/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 71;Feminino;55;Fechada;Finalizado
10/10/2023;10:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 307;Feminino;45;Fechada;Finalizado
10/10/2023;10:30;Profissional 4;Mãos e Pés;Manicure;Cliente 31;Feminino;27;Fechada;Finalizado
10/10/2023;10:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 31;Feminino;120;Fechada;Finalizado
10/10/2023;10:30;Profissional 3;Cuidados com Cabelo;Lavar e Secar P;Cliente 31;Feminino;35;Fechada;Finalizado
10/10/2023;10:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 31;Feminino;165;Fechada;Finalizado
10/10/2023;11:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 203;Masculino;40;Fechada;Finalizado
10/10/2023;12:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 344;Feminino;120;Fechada;Finalizado
10/10/2023;12:00;Profissional 6;Mãos e Pés;Manicure;Cliente 346;Feminino;27;Fechada;Finalizado
10/10/2023;12:00;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
10/10/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure - Francesinha;Cliente 86;Feminino;5;Aberta;Cancelado
10/10/2023;13:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 256;Masculino;40;Fechada;Finalizado
10/10/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 86;Feminino;45;Fechada;Finalizado
10/10/2023;13:00;Profissional 2;Cuidados com Cabelo;Hidratação Takae M;Cliente 86;Feminino;145;Fechada;Finalizado
10/10/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 86;Feminino;45;Aberta;Cancelado
10/10/2023;13:30;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 240;Masculino;40;Fechada;Finalizado
10/10/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 47;Feminino;45;Fechada;Finalizado
10/10/2023;14:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 241;Masculino;40;Fechada;Finalizado
10/10/2023;14:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 47;Feminino;50;Fechada;Finalizado
10/10/2023;14:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 347;Masculino;65;Fechada;Finalizado
10/10/2023;15:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 187;Masculino;65;Fechada;Finalizado
10/10/2023;16:00;Profissional 4;Mãos e Pés;Manicure;Cliente 63;Feminino;27;Fechada;Finalizado
10/10/2023;16:00;Profissional 2;Cuidados com Cabelo;Aplicação de Coloração total do cliente;Cliente 63;Feminino;150;Fechada;Finalizado
10/10/2023;16:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico G;Cliente 63;Feminino;175;Fechada;Finalizado
10/10/2023;16:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 63;Feminino;120;Fechada;Finalizado
10/10/2023;16:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 222;Masculino;40;Fechada;Finalizado
10/10/2023;17:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 277;Masculino;40;Fechada;Finalizado
11/10/2023;09:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 273;Feminino;120;Fechada;Finalizado
11/10/2023;09:00;Profissional 3;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 273;Feminino;90;Fechada;Finalizado
11/10/2023;09:00;Profissional 2;Cuidados com Cabelo;Hidratação Previa;Cliente 348;Feminino;240;Fechada;Finalizado
11/10/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 348;Feminino;45;Fechada;Finalizado
11/10/2023;09:00;Profissional 6;Mãos e Pés;SPA de pés;Cliente 348;Feminino;35;Fechada;Finalizado
11/10/2023;10:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 137;Masculino;65;Fechada;Finalizado
11/10/2023;11:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 249;Masculino;65;Fechada;Finalizado
11/10/2023;11:00;Profissional 6;Mãos e Pés;Manicure;Cliente 16;Feminino;27;Fechada;Finalizado
11/10/2023;11:30;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 349;Feminino;65;Fechada;Finalizado
11/10/2023;11:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 349;Feminino;40;Fechada;Finalizado
11/10/2023;11:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 349;Feminino;45;Fechada;Finalizado
11/10/2023;12:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 350;Masculino;40;Fechada;Finalizado
11/10/2023;12:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 140;Masculino;40;Fechada;Finalizado
11/10/2023;13:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 150;Masculino;65;Fechada;Finalizado
11/10/2023;13:30;Profissional 4;Mãos e Pés;Manicure;Cliente 351;Feminino;22,5;Fechada;Finalizado
11/10/2023;13:30;Profissional 6;Mãos e Pés;Pedicure;Cliente 351;Feminino;22,5;Fechada;Finalizado
11/10/2023;14:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 283;Masculino;40;Fechada;Finalizado
11/10/2023;14:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 24;Feminino;65;Fechada;Finalizado
11/10/2023;14:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 24;Feminino;40;Fechada;Finalizado
11/10/2023;14:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 24;Feminino;45;Fechada;Finalizado
11/10/2023;14:00;Profissional 6;Mãos e Pés;Esmaltação - Mãos;Cliente 24;Feminino;15;Fechada;Finalizado
11/10/2023;14:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 352;Feminino;45;Fechada;Finalizado
11/10/2023;15:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 353;Masculino;65;Fechada;Finalizado
11/10/2023;15:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 137;Masculino;45;Fechada;Finalizado
11/10/2023;17:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 164;Masculino;65;Fechada;Finalizado
11/10/2023;18:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 354;Masculino;40;Fechada;Finalizado
11/10/2023;18:30;Profissional 7;Cabelo e Barba;Barba;Cliente 138;Masculino;30;Fechada;Finalizado
11/10/2023;19:01;Profissional 7;Cabelo e Barba;Pezinho Masculino;Cliente 138;Masculino;20;Fechada;Finalizado
11/10/2023;19:10;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 182;Masculino;40;Fechada;Finalizado
11/10/2023;19:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 145;Masculino;65;Fechada;Finalizado
13/10/2023;09:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 355;Feminino;120;Fechada;Finalizado
13/10/2023;09:30;Profissional 5;Cuidados com Cabelo;Reconstrução JOICO K-PAK, OLORCHE  OU CPR P;Cliente 299;Feminino;145;Fechada;Finalizado
13/10/2023;09:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 299;Feminino;45;Fechada;Finalizado
13/10/2023;09:30;Profissional 4;Mãos e Pés;SPA de pés;Cliente 299;Feminino;20;Fechada;Finalizado
13/10/2023;09:30;Profissional 4;Mãos e Pés;Manicure e Pedicure - Francesinha;Cliente 299;Feminino;7;Fechada;Finalizado
13/10/2023;10:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 36;Feminino;45;Fechada;Finalizado
13/10/2023;10:30;Profissional 2;Cuidados com Cabelo;Hidratação Takae M;Cliente 98;Feminino;165;Fechada;Finalizado
13/10/2023;10:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 98;Feminino;120;Fechada;Finalizado
13/10/2023;10:30;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 98;Feminino;165;Fechada;Finalizado
13/10/2023;11:30;Profissional 7;Cabelo e Barba;Barba;Cliente 235;Masculino;30;Fechada;Finalizado
13/10/2023;12:00;Profissional 4;Mãos e Pés;Manicure;Cliente 52;Feminino;27;Fechada;Finalizado
13/10/2023;12:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 139;Masculino;65;Fechada;Finalizado
13/10/2023;14:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 83;Feminino;165;Fechada;Finalizado
13/10/2023;14:00;Profissional 2;Cuidados com Cabelo;Hidratação Senscience, Olorche, Keune, Joico P;Cliente 83;Feminino;135;Fechada;Finalizado
13/10/2023;14:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 83;Feminino;45;Fechada;Finalizado
13/10/2023;14:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 81;Feminino;45;Fechada;Finalizado
13/10/2023;15:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 1;Feminino;65;Fechada;Finalizado
13/10/2023;15:30;Profissional 6;Mãos e Pés;Manicure;Cliente 33;Feminino;27;Fechada;Finalizado
13/10/2023;15:30;Profissional 7;Cabelo e Barba;Barba;Cliente 169;Masculino;30;Fechada;Finalizado
13/10/2023;16:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 43;Feminino;45;Fechada;Finalizado
13/10/2023;16:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 280;Masculino;40;Fechada;Finalizado
13/10/2023;16:30;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 77;Feminino;55;Fechada;Finalizado
13/10/2023;16:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 6;Feminino;45;Fechada;Finalizado
13/10/2023;16:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 184;Masculino;40;Fechada;Finalizado
13/10/2023;17:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 77;Feminino;45;Fechada;Finalizado
13/10/2023;17:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 197;Masculino;65;Fechada;Finalizado
13/10/2023;19:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 301;Masculino;40;Fechada;Finalizado
13/10/2023;20:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 301;Masculino;40;Fechada;Finalizado
14/10/2023;09:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 149;Masculino;40;Fechada;Finalizado
14/10/2023;09:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 135;Masculino;40;Fechada;Finalizado
14/10/2023;09:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 356;Feminino;45;Fechada;Finalizado
14/10/2023;09:30;Profissional 2;Cuidados com Cabelo;Hidratação Previa;Cliente 356;Feminino;195;Fechada;Finalizado
14/10/2023;10:00;Profissional 7;Cabelo e Barba;Pezinho Masculino;Cliente 186;Masculino;20;Fechada;Finalizado
14/10/2023;10:30;Profissional 7;Cabelo e Barba;Barba;Cliente 186;Masculino;30;Fechada;Finalizado
14/10/2023;11:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 190;Masculino;40;Fechada;Finalizado
14/10/2023;11:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 273;Feminino;45;Fechada;Finalizado
14/10/2023;12:00;Profissional 2;Cuidados com Cabelo;Coloração Keune;Cliente 39;Feminino;175;Fechada;Finalizado
14/10/2023;12:00;Profissional 2;Cuidados com Cabelo;Hidratação Previa;Cliente 39;Feminino;175;Fechada;Finalizado
14/10/2023;12:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 310;Masculino;40;Fechada;Finalizado
14/10/2023;13:00;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
14/10/2023;13:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 23;Feminino;40;Fechada;Finalizado
14/10/2023;13:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 357;Masculino;65;Fechada;Finalizado
14/10/2023;14:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 358;Masculino;40;Fechada;Finalizado
14/10/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 359;Feminino;45;Fechada;Finalizado
14/10/2023;14:30;Profissional 5;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 1;Feminino;90;Fechada;Finalizado
14/10/2023;14:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
14/10/2023;14:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 1;Feminino;55;Fechada;Finalizado
14/10/2023;14:30;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 360;Masculino;40;Fechada;Finalizado
14/10/2023;15:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 258;Masculino;40;Fechada;Finalizado
14/10/2023;15:30;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 20;Feminino;55;Fechada;Finalizado
14/10/2023;15:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 20;Feminino;35;Fechada;Finalizado
14/10/2023;15:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 20;Feminino;45;Fechada;Finalizado
14/10/2023;16:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 7;Feminino;45;Fechada;Finalizado
14/10/2023;17:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 361;Feminino;45;Fechada;Finalizado
17/10/2023;08:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 173;Masculino;65;Fechada;Finalizado
17/10/2023;09:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 343;Feminino;45;Fechada;Finalizado
17/10/2023;09:00;Profissional 4;Mãos e Pés;SPA de pés;Cliente 343;Feminino;20;Fechada;Finalizado
17/10/2023;10:30;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 362;Feminino;80;Fechada;Finalizado
17/10/2023;12:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 44;Feminino;45;Fechada;Finalizado
17/10/2023;13:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 12;Feminino;45;Fechada;Finalizado
17/10/2023;14:00;Profissional 5;Cuidados com Cabelo;Coloração Keune;Cliente 115;Feminino;155;Fechada;Finalizado
17/10/2023;14:00;Profissional 5;Cuidados com Cabelo;Hidratação Wella;Cliente 115;Feminino;100;Fechada;Finalizado
17/10/2023;14:00;Profissional 6;Mãos e Pés;Manicure;Cliente 363;Feminino;27;Fechada;Finalizado
17/10/2023;15:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 104;Feminino;27;Fechada;Finalizado
17/10/2023;15:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 161;Masculino;40;Fechada;Finalizado
17/10/2023;16:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 278;Masculino;40;Fechada;Finalizado
17/10/2023;16:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 287;Masculino;65;Fechada;Finalizado
17/10/2023;17:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 178;Masculino;40;Fechada;Finalizado
17/10/2023;18:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 281;Masculino;40;Fechada;Finalizado
18/10/2023;08:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 172;Masculino;65;Fechada;Finalizado
18/10/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 20;Feminino;55;Fechada;Finalizado
18/10/2023;09:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 20;Feminino;35;Fechada;Finalizado
18/10/2023;09:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 20;Feminino;45;Fechada;Finalizado
18/10/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 1;Feminino;27;Fechada;Finalizado
18/10/2023;10:00;Profissional 5;Cuidados com Cabelo;Reconstrução JOICO K-PAK, OLORCHE  OU CPR P;Cliente 4;Feminino;147;Fechada;Finalizado
18/10/2023;10:00;Profissional 3;Mãos e Pés;Base;Cliente 4;Feminino;40;Fechada;Finalizado
18/10/2023;11:30;Profissional 5;Cuidados com Cabelo;Lavar e Secar P;Cliente 23;Feminino;25;Fechada;Finalizado
18/10/2023;11:30;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 23;Feminino;95;Fechada;Finalizado
18/10/2023;13:00;Profissional 4;Mãos e Pés;Manicure;Cliente 6;Feminino;22,5;Fechada;Finalizado
18/10/2023;13:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 6;Feminino;22,5;Fechada;Finalizado
18/10/2023;13:00;Profissional 5;Cuidados com Cabelo;Escova G;Cliente 6;Feminino;65;Fechada;Finalizado
18/10/2023;13:00;Profissional 5;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 6;Feminino;90;Fechada;Finalizado
18/10/2023;14:00;Profissional 4;Mãos e Pés;Manicure;Cliente 31;Feminino;27;Fechada;Finalizado
18/10/2023;14:00;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 31;Feminino;55;Fechada;Finalizado
18/10/2023;14:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 165;Masculino;40;Fechada;Finalizado
18/10/2023;15:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 23;Feminino;120;Aberta;Cancelado
18/10/2023;15:00;Profissional 2;Cuidados com Cabelo;Aplicação de Coloração do cliente raiz;Cliente 364;Feminino;90;Aberta;Cancelado
18/10/2023;15:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 29;Feminino;45;Fechada;Finalizado
18/10/2023;15:00;Profissional 6;Mãos e Pés;Top Coat em gel;Cliente 29;Feminino;2,5;Fechada;Finalizado
18/10/2023;15:00;Profissional 5;Cuidados com Cabelo;Nutrição KEUNE YOU P;Cliente 29;Feminino;75;Fechada;Finalizado
19/10/2023;09:00;Profissional 4;Mãos e Pés;Manicure;Cliente 55;Feminino;27;Fechada;Finalizado
19/10/2023;09:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 55;Feminino;60;Fechada;Finalizado
19/10/2023;11:00;Profissional 7;Cabelo e Barba;Barba;Cliente 188;Masculino;30;Fechada;Finalizado
19/10/2023;11:30;Profissional 5;Cuidados com Cabelo;Reconstrução JOICO K-PAK, OLORCHE  OU CPR P;Cliente 37;Feminino;145;Fechada;Finalizado
19/10/2023;11:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 37;Feminino;45;Fechada;Finalizado
19/10/2023;13:00;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 20;Feminino;55;Fechada;Finalizado
19/10/2023;13:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 20;Feminino;35;Fechada;Finalizado
19/10/2023;13:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 20;Feminino;45;Fechada;Finalizado
19/10/2023;13:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 365;Masculino;40;Fechada;Finalizado
19/10/2023;13:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 271;Masculino;65;Fechada;Finalizado
19/10/2023;14:00;Profissional 5;Cuidados com Cabelo;Escova M;Cliente 1;Feminino;55;Fechada;Finalizado
19/10/2023;14:00;Profissional 5;Cuidados com Cabelo;Null;Cliente 1;Feminino;35;Fechada;Finalizado
19/10/2023;15:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 167;Masculino;65;Fechada;Finalizado
19/10/2023;15:30;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 45;Feminino;45;Fechada;Finalizado
19/10/2023;15:30;Profissional 6;Manicure;Banho em Gel;Cliente 22;Feminino;110;Fechada;Finalizado
19/10/2023;15:30;Profissional 6;Mãos e Pés;Esmaltação - Pés;Cliente 22;Feminino;15;Fechada;Finalizado
19/10/2023;16:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 139;Masculino;65;Fechada;Finalizado
19/10/2023;17:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 147;Masculino;65;Fechada;Finalizado
19/10/2023;18:30;Profissional 7;Cabelo e Barba;Corte Parceria;Cliente 180;Masculino;40;Fechada;Finalizado
20/10/2023;09:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 366;Feminino;120;Fechada;Finalizado
20/10/2023;09:00;Profissional 4;Mãos e Pés;Manicure;Cliente 366;Feminino;27;Fechada;Finalizado
20/10/2023;09:00;Profissional 5;Cuidados com Cabelo;Terapia Capilar com ozonio;Cliente 366;Feminino;230;Fechada;Finalizado
20/10/2023;09:00;Profissional 2;Cuidados com Cabelo;Hidratação Takae GG;Cliente 210;Feminino;215;Fechada;Finalizado
20/10/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 39;Feminino;45;Fechada;Finalizado
20/10/2023;09:30;Profissional 6;Mãos e Pés;Pedicure;Cliente 39;Feminino;27;Fechada;Finalizado
20/10/2023;09:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 212;Masculino;40;Fechada;Finalizado
20/10/2023;09:30;Profissional 2;Cuidados com Cabelo;Null;Cliente 39;Feminino;40;Fechada;Finalizado
20/10/2023;10:20;Profissional 5;Cuidados com Cabelo;Hidratação Previa;Cliente 299;Feminino;175;Fechada;Finalizado
20/10/2023;10:20;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 299;Feminino;45;Fechada;Finalizado
20/10/2023;10:20;Profissional 3;Cuidados com Cabelo;Coloração Keune;Cliente 299;Feminino;165;Fechada;Finalizado
20/10/2023;11:00;Profissional 4;Mãos e Pés;Manicure;Cliente 27;Feminino;27;Fechada;Finalizado
20/10/2023;11:00;Profissional 2;Cuidados com Cabelo;Escova G;Cliente 27;Feminino;75;Fechada;Finalizado
20/10/2023;11:30;Profissional 5;Cuidados com Cabelo;Hidratação Previa;Cliente 42;Feminino;185;Fechada;Finalizado
20/10/2023;11:30;Profissional 6;Mãos e Pés;Esmaltação - Pés;Cliente 42;Feminino;15;Fechada;Finalizado
20/10/2023;11:30;Profissional 6;Mãos e Pés;Esmaltação - Mãos;Cliente 42;Feminino;15;Fechada;Finalizado
20/10/2023;12:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 202;Feminino;45;Fechada;Finalizado
20/10/2023;12:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 200;Masculino;65;Fechada;Finalizado
20/10/2023;13:00;Profissional 3;Cuidados com Cabelo;Corte FEMININO;Cliente 367;Feminino;120;Fechada;Finalizado
20/10/2023;13:00;Profissional 4;Mãos e Pés;Manicure;Cliente 368;Feminino;27;Fechada;Finalizado
20/10/2023;13:00;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 335;Feminino;45;Fechada;Finalizado
20/10/2023;13:00;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 367;Feminino;60;Fechada;Finalizado
20/10/2023;13:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 322;Masculino;40;Fechada;Finalizado
20/10/2023;14:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 114;Feminino;45;Fechada;Finalizado
20/10/2023;14:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 176;Masculino;65;Fechada;Finalizado
20/10/2023;14:30;Profissional 2;Cuidados com Cabelo;Hidratação Takae GG;Cliente 348;Feminino;210;Fechada;Finalizado
20/10/2023;14:30;Profissional 3;Sobrancelha;Design de Sobrancelha;Cliente 348;Feminino;60;Fechada;Finalizado
20/10/2023;16:00;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 239;Masculino;65;Fechada;Finalizado
20/10/2023;16:00;Profissional 2;Cuidados com Cabelo;Null;Cliente 369;Feminino;40;Fechada;Finalizado
20/10/2023;16:00;Profissional 2;Cuidados com Cabelo;Escova M;Cliente 369;Feminino;55;Fechada;Finalizado
20/10/2023;16:00;Profissional 6;Mãos e Pés;Manicure;Cliente 369;Feminino;22,5;Fechada;Finalizado
20/10/2023;16:00;Profissional 4;Mãos e Pés;Pedicure;Cliente 369;Feminino;22,5;Fechada;Finalizado
20/10/2023;16:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 38;Feminino;45;Fechada;Finalizado
20/10/2023;16:30;Profissional 5;Cuidados com Cabelo;Null;Cliente 38;Feminino;40;Fechada;Finalizado
20/10/2023;16:30;Profissional 5;Cuidados com Cabelo;Escova P;Cliente 38;Feminino;45;Fechada;Finalizado
20/10/2023;18:00;Profissional 5;Cuidados com Cabelo;Coloração Keune Ruivo;Cliente 21;Feminino;230;Fechada;Finalizado
20/10/2023;19:00;Profissional 7;Cabelo e Barba;Corte Infantil;Cliente 259;Masculino;40;Fechada;Finalizado
21/10/2023;08:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 238;Masculino;65;Fechada;Finalizado
21/10/2023;09:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 276;Masculino;65;Fechada;Finalizado
21/10/2023;09:30;Profissional 2;Cuidados com Cabelo;Escova P;Cliente 23;Feminino;45;Fechada;Finalizado
21/10/2023;10:00;Profissional 5;Cuidados com Cabelo;Coloração Keune Ruivo;Cliente 370;Feminino;190;Fechada;Finalizado
21/10/2023;10:00;Profissional 5;Cuidados com Cabelo;Nutrição P.H;Cliente 370;Feminino;185;Fechada;Finalizado
21/10/2023;10:00;Profissional 6;Mãos e Pés;Manicure;Cliente 370;Feminino;27;Fechada;Finalizado
21/10/2023;10:00;Profissional 6;Mãos e Pés;Esmaltação - Mãos;Cliente 370;Feminino;15;Fechada;Finalizado
21/10/2023;10:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 143;Masculino;65;Fechada;Finalizado
21/10/2023;11:00;Profissional 2;Cuidados com Cabelo;Terapia Capilar com ozonio;Cliente 60;Feminino;180;Fechada;Finalizado
21/10/2023;11:00;Profissional 4;Mãos e Pés;Manicure e Pedicure;Cliente 60;Feminino;45;Fechada;Finalizado
21/10/2023;11:00;Profissional 4;Mãos e Pés;SPA de pés;Cliente 60;Feminino;20;Fechada;Finalizado
21/10/2023;11:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 141;Masculino;40;Fechada;Finalizado
21/10/2023;13:00;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 371;Masculino;40;Fechada;Finalizado
21/10/2023;13:30;Profissional 6;Mãos e Pés;Manicure e Pedicure;Cliente 349;Feminino;45;Fechada;Finalizado
21/10/2023;16:00;Profissional 6;Mãos e Pés;Pedicure;Cliente 14;Feminino;22,5;Fechada;Finalizado
21/10/2023;16:00;Profissional 4;Mãos e Pés;Manicure;Cliente 14;Feminino;22,5;Fechada;Finalizado
23/10/2023;11:00;Profissional 3;Cuidados com Cabelo;Null;Cliente 1;Feminino;40;Aberta;Cliente nÃƒÂ£o compareceu
23/10/2023;11:30;Profissional 7;Cabelo e Barba;Corte Masculino;Cliente 229;Masculino;40;Fechada;Finalizado
23/10/2023;14:30;Profissional 7;Cabelo e Barba;Cabelo e Barba;Cliente 145;Masculino;65;Fechada;Finalizado
23/10/2023;17:00;Profissional 7;Cabelo e Barba;Barba;Cliente 186;Masculino;30;Fechada;Finalizado
